Level.Buy.Text2,You can also collect coins to unlock,Можеш да събираш жълтици за отключване,Можешь собирать монеты для разблокировки,Vous pouvez également collecter des pièces de monnaie pour débloquer,Puoi raccogliere moneti per andare al prossimo livello,Você também pode coletar moedas para desbloquear,"Du kannst auch Münzen sammeln, um ihn zu entsperren",También puedes conseguir monedas para desbloquear,Anda juga boleh kumpul syiling untuk buka kunci,잠금해제할 코인을 모을 수 있습니다,コインを集めてロック解除することもできます,你也可以搜集金币以解锁,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Você também pode coletar moedas para desbloquear,Можеш да събираш жълтици за отключване
Level.Buy.NotEnabled,Complete the previous level in order to unlock this level,"Завърши предишното ниво, за да отключиш това ниво.",Разблокировать следующий уровень,Complétez le niveau précédent afin de débloquer ce niveau,Finisci il livello precedente per continuare,Complete o nível anterior para desbloquear esse nível,"Schaffe den vorigen Level, um diesen freizuschalten",Completa el nivel anterior para desbloquear este nivel,Lengkapkan tahap sebelumnya untuk buka kunci tahap ini,이 레벨을 잠금해제하려면 이전 레벨을 완료해야합니다,このレベルをロック解除するには、前のレベルをクリアしてください,完成上一关以解开下一关,Završi prethodni nivo da otključaj ovaj,Završi prethodni nivo da otključaj ovaj,Završi prethodni nivo da otključaj ovaj,Završi prethodni nivo da otključaj ovaj,Završi prethodni nivo da otključaj ovaj,Complete o nível anterior para desbloquear esse nível,"Завърши предишното ниво, за да отключиш това ниво."
Level.Unlock,Unlock,Отключи,Разблокировать,Ouvrir,Apri,Desbloquear,Freischalten,Desbloquear,Buka kunci,잠금해제,ロック解除,解锁,Otključaj,Otključaj,Otključaj,Otključaj,Otključaj,Desbloquear,Отключи
Level.Unlock.Title,UNLOCK LEVEL,ОТКЛЮЧИ НИВО,Разблокировать уровень,Ouvrir le niveau,Apri livello,DESBLOQUEAR NÍVEL,LEVEL FREISCHALTEN,DESBLOQUEAR NIVEL,BUKA KUNCI TAHAP,레벨 잠금해제,レベルのロック解除,解锁关卡,OTKLJUČAJ NIVO,OTKLJUČAJ NIVO,OTKLJUČAJ NIVO,OTKLJUČAJ NIVO,OTKLJUČAJ NIVO,DESBLOQUEAR NÍVEL,ОТКЛЮЧИ НИВО
Level.Unlock.New.Text1,"Congratulations!

New level Unlocked","Поздравления!

Следващото ниво е отключено.",Поздравление! Следующий уровень разблокирован,"Toutes nos félicitations!

Nouveau niveau débloqué","Congratulazioni!

Il prossimo livello ti aspetta","Parabéns!

Novo nível Desbloqueado","Glückwunsch!

Neuen Level freigeschaltet ","¡Enhorabuena!

Nuevo nivel desbloqueado","Tahniah!

Tahap baru dibuka kunci","축하합니다!

새 레벨이 잠금해제되었습니다","おめでとうございます！

新しいレベルがロック解除されました","恭喜! 

新关卡已解锁",Čestitamo! Novi nivo otključan,Čestitamo! Novi nivo otključan,Čestitamo! Novi nivo otključan,Čestitamo! Novi nivo otključan,Čestitamo! Novi nivo otključan,"Parabéns!

Novo nível Desbloqueado","Поздравления!

Следващото ниво е отключено."
Level.Unlock.New.Text2,Collect more coins to unlock others.,"Събери повече жълтици, за да отключиш.","Собери больше монет, чтобы разблокировать",Collectez plus de pièces pour débloquer les autres.,Raccogli più moneti per continuare,Coletar mais moedas para desbloquear.,"Sammle mehr Münzen, um weitere zu entsperren.",Consigue más monedas para desbloquear otros.,Kumpulkan lebih banyak syiling untuk buka kunci orang lain.,다른 것을 잠금해제하려면 코인을 더 모으세요.,もっとコインを集めて、他のレベルもロック解除しよう。,收集更多的金币以解锁,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Coletar mais moedas para desbloquear.,"Събери повече жълтици, за да отключиш."
Level.Unlock.Existing.Text1,"Bad Luck!

Level Already Unlocked.",Нивото вече е отключено.,Уровень разблокирован,"Malchance!

Niveau déjà débloqué.",Il livello è gia aperto,"Má sorte!

O nível já está desbloqueado.","Pech gehabt!

Level bereits freigeschaltet. ","¡Mala suerte!

El nivel ya está desbloqueado.","Nasib buruk!

Tahap Sudah Dibuka kunci. ","운이 나빴네요!

레벨이 이미 잠금해제되었습니다.","残念！

このレベルはすでにロック解除されています。","运气不好! 




关卡已解锁",Loša sreća! Nivo je već otključan.,Loša sreća! Nivo je već otključan.,Loša sreća! Nivo je već otključan.,Loša sreća! Nivo je već otključan.,Loša sreća! Nivo je već otključan.,"Má sorte!

O nível já está desbloqueado.",Нивото вече е отключено.
Level.Unlock.Existing.Text2,Collect more coins to try again.,"Събери повече жълтици, за да опиташ отново.","Собери больше монет, чтобы попробувать еще раз",Recueillez plus de pièces pour tenter à nouveau.,Raccogli più moneti per riprovare di nuovo,Coletar mais moedas para tentar novamente.,"Sammle mehr Münzen, um es erneut zu versuchen.",Consigue más monedas para intentarlo de nuevo.,Kumpulkan lebih banyak syiling untuk cuba lagi.,다시 시도하려면 코인을 더 모으세요.,もっとコインを集めて、再度お試しください。,收集更多金币以重试,Sakupi više novčića da probaš ponovo.,Sakupi više novčića da probaš ponovo.,Sakupi više novčića da probaš ponovo.,Sakupi više novčića da probaš ponovo.,Sakupi više novčića da probaš ponovo.,Coletar mais moedas para tentar novamente.,"Събери повече жълтици, за да опиташ отново."
World.Buy.Title,BUY,КУПИ,Купи,ACHETER,COMPRA,COMPRAR,KAUFEN,COMPRAR,BELI,구매,購入,买,KUPI,KUPI,KUPI,KUPI,KUPI,COMPRAR,КУПИ
World.Buy.Text1,Purchase this world?,Купи този свят?,Купи этот мир?,Achetez-vous ce monde?,Compra questo mondo?,Comprar esse mundo?,Diese Welt kaufen?,¿Quieres comprar esta palabra?,Beli dunia ini?,이 세계를 구매하시겠습니까?,このワールドを購入しますか？,购买这世界?,Kupi ovaj svet?,Kupi ovaj svet?,Kupi ovaj svet?,Kupi ovaj svet?,Kupi ovaj svet?,Comprar esse mundo?,Купи този свят?
World.Buy.Text2,You can also collect coins to unlock,Можеш също да събираш жълтици за отключване,Можешь собирать монеты для разблокировки,Vous pouvez également collecter des pièces de monnaie pour débloquer,Puoi raccogliere moneti per aprire,"Você também pode coletar moedas para desbloquear
","Du kannst auch Münzen sammeln, um sie freizuschalten",También puedes conseguir monedas para desbloquear,Anda juga boleh kumpul syiling untuk buka kunci,잠금해제할 코인을 모을 수 있습니다,コインを集めてロック解除することもできます,你也可以收集金币以解锁,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,"Você também pode coletar moedas para desbloquear
",Можеш също да събираш жълтици за отключване
World.Buy.NotEnabled,Collect coins to unlock this world,Събери жълтици за отключване на този свят,Собери монеты для разблокировки этого мира,Recueille des pièces pour débloquer ce monde,Puoi raccogliere moneti per questo mondo,"Coletar moedas para desbloquear este mundo
","Sammle Münzen, um diese Welt freizuschalten",Consigue monedas para desbloquear esta palabra,Kumpulkan syiling untuk buka kunci dunia ini,이 세계를 잠금해제하려면 코인을 모으세요.,コインを集めて、このワールドをロック解除する,收集金币以解锁这个世界,Sakupi novčiće da otključaš ovaj svet,Sakupi novčiće da otključaš ovaj svet,Sakupi novčiće da otključaš ovaj svet,Sakupi novčiće da otključaš ovaj svet,Sakupi novčiće da otključaš ovaj svet,"Coletar moedas para desbloquear este mundo
",Събери жълтици за отключване на този свят
World.Unlock,Unlock,Отключи,Разблокировать,Ouvrir,Apri,Desbloquear,Freischalten,Desbloquear,Buka kunci,잠금해제,ロック解除,解锁,Otključaj,Otključaj,Otključaj,Otključaj,Otključaj,Desbloquear,Отключи
World.Unlock.Title,UNLOCK WORLD,ОТКЛЮЧИ СВЯТ,Разблокировать мир,OUVRIR LE MONDE,Apri mondo,DESBLOQUEAR MUNDO,WELT FREISCHALTEN,DESBLOQUEAR PALABRA,BUKA KUNCI DUNIA,세계 잠금해제,ワールドのロック解除,世界关卡解锁,OTKLJUČAJ SVET,OTKLJUČAJ SVET,OTKLJUČAJ SVET,OTKLJUČAJ SVET,OTKLJUČAJ SVET,DESBLOQUEAR MUNDO,ОТКЛЮЧИ СВЯТ
World.Unlock.New.Text1,"Congratulations!

New world Unlocked","Поздравления!

Новият свят е отключен",Поздравление! Новый мир разблокирован,"Toutes nos félicitations!

Nouveau monde débloqué","Congratulazioni! 

Il nuovo mondo è aperto","Parabéns
Novo mundo desbloqueado!","Glückwunsch!

Neue Welt freigeschaltet ","¡Enhorabuena!

Nueva palabra desbloqueada","Tahniah!

Dunia baru Dibuka kunci ","축하합니다!

새 세계가 잠금해제되었습니다","おめでとうございます！

新しいワールドがロック解除されました","恭喜! 

新世界已解锁",Čestitamo! Novi svet otključan,Čestitamo! Novi svet otključan,Čestitamo! Novi svet otključan,Čestitamo! Novi svet otključan,Čestitamo! Novi svet otključan,"Parabéns
Novo mundo desbloqueado!","Поздравления!

Новият свят е отключен"
World.Unlock.New.Text2,Collect more coins to unlock others.,"Събери повече жълтици, за да отключиш","Собери больше монет, чтобы разблокировать",Collectez plus de pièces pour débloquer les autres.,Raccogli ancora moneti per aprire,Coletar mais moedas para desbloquear outros.,"Sammle mehr Münzen, um andere zu entsperren.",Consigue más monedas para desbloquear otras.,Kumpulkan lebih banyak syiling untuk buka kunci orang lain.,다른 것을 잠금해제하려면 코인을 더 모으세요.,もっとコインを集めて、他のワールドもロック解除しよう。,收集更多金币以解锁。,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Coletar mais moedas para desbloquear outros.,"Събери повече жълтици, за да отключиш"
World.Unlock.Existing.Text1,"Bad Luck!

World Already Unlocked.",Светът е вече отключен.,Новый мир разблокирован,"Malchance!

Le monde a déjà été débloqué.",Il mondo è aperto,"Má sorte!

O Mundo já está desbloqueado.","Pech gehabt!

Welt schon freigeschaltet. ","¡Mala suerte!

La palabra ya está desbloqueada.","Nasib buruk!

Dunia sudah dibuka kunci. ","운이 나빴네요!

세계가 이미 잠금해제되었습니다.","残念！

このワールドはすでにロック解除されています。","运气不好!



世界关卡已被解锁",Loša sreća! Svet je već otključan.,Loša sreća! Svet je već otključan.,Loša sreća! Svet je već otključan.,Loša sreća! Svet je već otključan.,Loša sreća! Svet je već otključan.,"Má sorte!

O Mundo já está desbloqueado.",Светът е вече отключен.
World.Unlock.Existing.Text2,Collect more coins to try again.,"Събери още жълтици, за да опиташ отново.","Собери больше монет, чтобы попробувать еще раз",Recueillez plus de pièces pour tenter à nouveau.,Raccogli ancora moneti per riprovare di nuovo,"Coletar mais moedas para tentar novamente.
","Sammle mehr Münzen, um es erneut zu versuchen.",Consigue más monedas para intentarlo de nuevo.,Kumpulkan lebih banyak syiling untuk cuba lagi.,다시 시도하려면 코인을 더 모으세요.,もっとコインを集めて、再度お試しください。,收集更多金币以重试,Sakupi više novčića da probaš ponovo.,Sakupi više novčića da probaš ponovo.,Sakupi više novčića da probaš ponovo.,Sakupi više novčića da probaš ponovo.,Sakupi više novčića da probaš ponovo.,"Coletar mais moedas para tentar novamente.
","Събери още жълтици, за да опиташ отново."
Character.Buy.Title,BUY,КУПИ,КУПИ,ACHETER,COMPRA,COMPRAR,KAUFEN,COMPRAR,BELI,구매,購入,买,KUPI,KUPI,KUPI,KUPI,KUPI,COMPRAR,КУПИ
Character.Buy.Text1,Purchase this character?,Купи този играч?,Купи этого игрока,Achetez ce personnage?,Compra questo gioccatore?,Comprar esse jogador?,Diesen Charakter kaufen?,¿Quieres comprar este carácter?,Beli watak ini?,이 캐릭터를 구매하시겠습니까?,このキャラクターを購入しますか？,购买这位人物?,Kupi ovaj znak?,Kupi ovaj znak?,Kupi ovaj znak?,Kupi ovaj znak?,Kupi ovaj znak?,Comprar esse jogador?,Купи този играч?
Character.Buy.Text2,You can also collect coins to unlock,"Можеш да събираш жълтици, за да отключиш","Можеш собирать монеты, чтобы разблокировать",Vous pouvez également collecter des pièces de monnaie pour débloquer,Raccogli ancora moneti per aprire,Você também pode coletar moedas para desbloquear,"Du kannst auch Münzen sammeln, um ihn freizuschalten",También puedes conseguir monedas para desbloquear,Anda juga boleh kumpul syiling untuk buka kunci,잠금해제할 코인을 모을 수 있습니다,コインを集めてロック解除することもできます,你也可以收集金币以解锁,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Možeš sakupiti novčiće da otključaš,Você também pode coletar moedas para desbloquear,"Можеш да събираш жълтици, за да отключиш"
Character.Buy.NotEnabled,Collect coins to unlock this character,"Събери още жълтици, за да отключиш този играч",Собери монеты для разблокировки этого игрока,Recueille des pièces pour débloquer ce personnage,Raccogli ancora moneti per aprire qesto gioccatore,"Coletar mais moedas para desbloquear esse jogador
","Sammle Münzen, um diesen Charakter freizuschalten",Consigue monedas para desbloquear este carácter,Kumpulkan syiling untuk buka kunci watak ini,이 캐릭터를 잠금해제하려면 코인을 모으세요.,コインを集めて、このキャラクターをロック解除する,收集金币以解锁这位人物,Sakupi novčiće da otključaš ovaj znak.,Sakupi novčiće da otključaš ovaj znak.,Sakupi novčiće da otključaš ovaj znak.,Sakupi novčiće da otključaš ovaj znak.,Sakupi novčiće da otključaš ovaj znak.,"Coletar mais moedas para desbloquear esse jogador
","Събери още жълтици, за да отключиш този играч"
Character.Unlock,Unlock,Отключи,Разблокировать,Ouvrir,Apri,Desbloquear,Freischalten,Desbloquear,Buka kunci,잠금해제,ロック解除,解锁,Otključaj,Otključaj,Otključaj,Otključaj,Otključaj,Desbloquear,Отключи
Character.Unlock.Title,UNLOCK CHARACTER,ОТКЛЮЧИ ИГРАЧ,Разблокировать игрока,Débloquer le personnage,Apri gioccatore,DESBLOQUEAR JOGADOR,CHARAKTER FREISCHALTEN,DESBLOQUEAR CARÁCTER,BUKA KUNCI WATAK,캐릭터 잠금해제,キャラクターのロック解除,解锁人物,OTKLJUČAJ ZNAK,OTKLJUČAJ ZNAK,OTKLJUČAJ ZNAK,OTKLJUČAJ ZNAK,OTKLJUČAJ ZNAK,DESBLOQUEAR JOGADOR,ОТКЛЮЧИ ИГРАЧ
Character.Unlock.New.Text1,"Congratulations!

New character Unlocked","Поздравления

Нов играч е отключен",Поздравляем! Новый игрок  разблокирован,"Toutes nos félicitations!

Nouveau caractère Débloqué","Congratulazioni! 

Il nuovo gioccatore è aperto","Parabéns!

O novo jogador está desbloqueado","Glückwunsch!

Neuen Charakter freigeschaltet","¡Enhorabuena!

Nuevo carácer desbloqueado","Tahniah!

Watak baru Dibuka kunci ","축하합니다!

새 캐릭터가 잠금해제되었습니다","おめでとうございます！

新しいキャラクターがロック解除されました","恭喜! 

新人物解锁!",Čestitamo! Novi znak otključan,Čestitamo! Novi znak otključan,Čestitamo! Novi znak otključan,Čestitamo! Novi znak otključan,Čestitamo! Novi znak otključan,"Parabéns!

O novo jogador está desbloqueado","Поздравления

Нов играч е отключен"
Character.Unlock.New.Text2,Collect more coins to unlock others.,"Събери още жълтици, за да отключиш.","Собери больше монет, чтобы разблокировать",Collectez plus de pièces pour débloquer les autres.,Raccogli ancora moneti per aprire,Coletar mais moedas para desbloquear outros.,"Sammle mehr Münzen, um andere zu entsperren.",Consigue más monedas para desbloquear otros.,Kumpulkan lebih banyak syiling untuk buka kunci orang lain.,다른 것을 잠금해제하려면 코인을 더 모으세요.,もっとキャラクターを集めて、他のレベルもロック解除しよう。,收集更多金币以解锁其他,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Sakupi više novčića da otključaš ostale.,Coletar mais moedas para desbloquear outros.,"Събери още жълтици, за да отключиш."
Character.Unlock.Existing.Text1,"Bad Luck!

Character Already Unlocked.",Играчът вече е отключен.,Игрок уже разблокирован.,"Malchance!

Caractère déjà débloqué.",Il gioccatore è gia aperto,"Má sorte!

O jogador já está desbloqueado.","Pech gehabt!

Charakter schon freigeschaltet. ","¡Mala suerte!

El caráter ya está desbloqueado.","Nasib buruk!

Watak Sudah Dibuka kunci. ","운이 나빴네요!

캐릭터가 이미 잠금해제되었습니다.","残念！

このキャラクターはすでにロック解除されています。","运气不好!

该人物已经解锁。",Loša sreća! Znak je već otključan.,Loša sreća! Znak je već otključan.,Loša sreća! Znak je već otključan.,Loša sreća! Znak je već otključan.,Loša sreća! Znak je već otključan.,"Má sorte!

O jogador já está desbloqueado.",Играчът вече е отключен.
Character.Unlock.Existing.Text2,Collect more coins to try again.,Събери още жълтици за да опиташ отново.,Собери больше монет и попробуй снова,Recueillez plus de pièces pour tenter à nouveau.,Raccogli ancora moneti e riprova,Coletar mais moedas para tentar novamente.,"Sammle mehr Münzen, um es erneut zu versuchen.",Consigue más monedas para intentarlo de nuevo.,Kumpulkan lebih banyak syiling untuk cuba lagi.,다시 시도하려면 코인을 더 모으세요.,もっとコインを集めて、再度お試しください。,收集更多金币以解锁。,Sakupi više novčića i pokušaj ponovo.,Sakupi više novčića i pokušaj ponovo.,Sakupi više novčića i pokušaj ponovo.,Sakupi više novčića i pokušaj ponovo.,Sakupi više novčića i pokušaj ponovo.,Coletar mais moedas para tentar novamente.,Събери още жълтици за да опиташ отново.
Invite.CopyLinkTitle,Copy link,Копирай линка,Копировать ссылку,Copier le lien,Copia il seguente link,Copiar Link,Link kopieren,Copiar enlace,Salin pautan,링크 복사,リンクのコピー,拷贝复制,Kopiraj link,Kopiraj link,Kopiraj link,Kopiraj link,Kopiraj link,Copiar Link,Копирай линка
Invite.CopyLinkText,The link was copied to clipboard,Линкът беше копиран,Линк копирован,Le lien a été copié,Il link è stato coppiato,O link foi copiado para a área de transferência,Der Link wurde in die Zwischenablage kopiert,El enlace se ha copiado en el portapapeles,Pautan telah disalin ke papan klip,클립보드에 링크가 복사되었습니다,リンクはクリップボードにコピーされました,链接已复制在剪贴板,Link je kopiran u klipbord,Link je kopiran u klipbord,Link je kopiran u klipbord,Link je kopiran u klipbord,Link je kopiran u klipbord,O link foi copiado para a área de transferência,Линкът беше копиран
Invite.AwardText,Share the app and receive {0} coins + a random booster!,Сподели app-a и спечели {0} жълтици + произволен буустър.,Share наш app и выиграй {0} золотых монет плюс буустер,Partagez l'application et recevez {0} pièces de monnaie + un amplificateur aléatoire!,Condivi l'app e vinci {0} moneti,Compartilhe o aplicativo e receba {0} moedas + um impulsionador aleatório!,Teile die App und erhalte {0} Münzen + einen zufälligen Booster!,¡Comparte la aplicación y recibe {0} monedas + un potenciador aleatorio!,Kongsi aplikasi dan terima {0} syiling + peningkat rawak!,앱을 공유하고 {0} 코인 획득 + 랜덤 부스터!,アプリをシェアして、{0}枚のコインとランダムに選ばれたブースターを手に入れよう！,分享这个应用程序并获得{0}枚金币 + 随机的助推器！,Podeli aplikaciju i uzmi {0} novčića + nasumični buster,Podeli aplikaciju i uzmi {0} novčića + nasumični buster,Podeli aplikaciju i uzmi {0} novčića + nasumični buster,Podeli aplikaciju i uzmi {0} novčića + nasumični buster,Podeli aplikaciju i uzmi {0} novčića + nasumični buster,Compartilhe o aplicativo e receba {0} moedas + um impulsionador aleatório!,Сподели app-a и спечели {0} жълтици + произволен буустър.
Market.BuyCoins,Buy Coins,Купи жълтици,Купи монеты,Acheter des pièces,Compra moneti,Comprar moedas,Münzen kaufen,Comprar monedas,Beli syiling,코인 구매,コインの購入,购买金币,Kupi Novčiće,Kupi Novčiće,Kupi Novčiće,Kupi Novčiće,Kupi Novčiće,Comprar moedas,Купи жълтици
Market.RestoreDescription,"If you have already purchased the no ads feature, that can be restored, tap the 'OK' button to restore it.","В случай, че вече сте закупили премахването на реклами, то може да се възстанови - изберете Ок бутона за възстановяване.",Если ви уже заплатили за удаление реклам и хотите их восстоновить - нажмите Ок кнопку,"Si vous avez déjà acheté la fonction sans publicité, qui peut être restauré, appuyez sur le bouton 'OK' pour le restaurer.","Se hai già acquistato la funzione di annunci non ripristinati, premi il pulsante 'OK' per ripristinarlo.","Se você já comprou o recurso sem anúncios, que pode ser restaurado, toque o botão 'OK' para restaurá-lo.","Wenn Du das Feature ""Keine Anzeigen"", das wiederhergestellt werden kann, bereits erworben hast, dann tippe auf die Schaltfläche ""OK"" für Wiederherstellung.","Si ya has comprado la opción sin anuncios, puede restaurarse. ¡Toca el botón 'OK' para restaurarla.","Jika anda telah beli ciri tiada iklan, yang boleh dipulihkan, ketik butang 'OK' untuk pulihkannya.","이미 광고 없음 기능을 구매한 경우, '확인' 버튼을 눌러서 복구할 수 있습니다.",広告非表示機能をすでに購入されている場合には、それを復元することができます。OKボタンを押して、復元してください。,如果你已购买了无广告模式，可以恢复设定，点击‘OK’按钮以恢复设定。,"Ako ste već kupili verziju bez reklama, može biti obnovljena. Kliknite 'OK' za obnovu.","Ako ste već kupili verziju bez reklama, može biti obnovljena. Kliknite 'OK' za obnovu.","Ako ste već kupili verziju bez reklama, može biti obnovljena. Kliknite 'OK' za obnovu.","Ako ste već kupili verziju bez reklama, može biti obnovljena. Kliknite 'OK' za obnovu.","Ako ste već kupili verziju bez reklama, može biti obnovljena. Kliknite 'OK' za obnovu.","Se você já comprou o recurso sem anúncios, que pode ser restaurado, toque o botão 'OK' para restaurá-lo.","В случай, че вече сте закупили премахването на реклами, то може да се възстанови - изберете Ок бутона за възстановяване."
Market.EarnFreeCoins,Earn free coins now,Спечели жълтици сега,Выиграй монеты сейчас,Gagnez des monnaies gratuites maintenant,Vinci le monete ora,Ganhe moedas grátis agora,Verdiene jetzt kostenlose Münzen,Gana monedas gratis ahora,Dapatkan syiling percuma sekarang,지금 무료 코인 획득하기,今すぐ無料コインを手に入れる,现在赚取免费金币,Zaradi besplatne novčiće sada,Zaradi besplatne novčiće sada,Zaradi besplatne novčiće sada,Zaradi besplatne novčiće sada,Zaradi besplatne novčiće sada,Ganhe moedas grátis agora,Спечели жълтици сега
Market.Title,Shop,Магазин,Магазин,Shop,Negozio,Loja,Shop,Tienda,Kedai,상점,ショップ,购物,Trgovina,Trgovina,Trgovina,Trgovina,Trgovina,Loja,Магазин
Text.Success,Success,Готово,Готово,Succès,Pronto,Sucesso,Erfolg,Éxito,Kejayaan,성공,成功,成功,Uspeh,Uspeh,Uspeh,Uspeh,Uspeh,Sucesso,Готово
Text.CopyLink,Copy Link to App,Копирай линка,Скопируй линк,Copier le lien,Coppia il link,Copiar link para aplicativo,Link zu App kopieren,Copiar enlace a la aplicación,Salin Pautan ke Aplikasi,앱에 링크 복사,アプリにリンクをコピーする,复制链接到应用程序中,Kopiraj link aplikacije,Kopiraj link aplikacije,Kopiraj link aplikacije,Kopiraj link aplikacije,Kopiraj link aplikacije,Copiar link para aplicativo,Копирай линка
Text.Invite,Invite,Покани,Пригласи,Inviter,Invita,Convidar,Einladen,Invitar,Ajak,초대,招待,邀请,Pozovi,Pozovi,Pozovi,Pozovi,Pozovi,Convidar,Покани
Text.Loading,Loading...,Зареждане...,Загрузка...,Chargement...,Loading...,Carregando...,Wird geladen…,Cargando...,Memuatkan...,로딩 중…,ロード中…,加载中……,Učitavanje...,Učitavanje...,Učitavanje...,Učitavanje...,Učitavanje...,Carregando...,Зареждане...
Text.Logout,Logout,Разлогване,Выход из системы,Connectez - Out,Logout,Desconectar,Ausloggen,Salir,Log keluar,로그아웃,ログアウト,退出,Izloguj se,Izloguj se,Izloguj se,Izloguj se,Izloguj se,Desconectar,Разлогване
Text.Sure,Are you sure?,Сигурен ли си?,Ты уверен?,Êtes-vous sûr?,Sei sicuro?,Tem certeza?,Bist Du sicher?,¿Estás seguro?,Adakah anda pasti?,계속하시겠습니까?,本当によろしいですか？,你确定吗?,Da li si siguran?,Da li si siguran?,Da li si siguran?,Da li si siguran?,Da li si siguran?,Tem certeza?,Сигурен ли си?
Text.Info,Info,Информация,Информация,Info,Informazione,Info,Info,Información,Maklumat,정보,情報,信息,Info,Info,Info,Info,Info,Info,Информация
Text.FacebookConnectedSuccess,You are now connected with Facebook,Вече си свързан с Facebook,Ты связан,Vous êtes maintenant connecté à Facebook,Sei connesso con Facebook,Agora você está conectado ao facebook,Du bist jetzt mit Facebook verbunden,Ahora estás conectado a Facebook,Anda kini bersambung dengan Facebook,지금 페이스북에 연결되었습니다,現在Facebookに接続されています,你现在已连接到面子书,Povezan si sa Facebookom,Povezan si sa Facebookom,Povezan si sa Facebookom,Povezan si sa Facebookom,Povezan si sa Facebookom,Agora você está conectado ao facebook,Вече си свързан с Facebook
Text.FacebookConnectedFails,Something went wrong. Try again,Нещо се обърка. Опитай отново,Ошибка! Попробуйте еще раз,Quelque chose a mal tourné. Réessayer,Qualcosa è andato sorto. Riprova.,Algo deu errado. Tente novamente,Etwas ist schief gelaufen. Versuche es noch einmal,Algo ha salido mal. Inténtalo de nuevo,Ada yang salah. Cuba lagi,문제가 발생했습니다. 다시 시도하십시오.,何らかの問題が発生しました。再度お試しください。,出现错误。请重试,Nešto je pošlo po zlu. Pokušaj ponovo.,Nešto je pošlo po zlu. Pokušaj ponovo.,Nešto je pošlo po zlu. Pokušaj ponovo.,Nešto je pošlo po zlu. Pokušaj ponovo.,Nešto je pošlo po zlu. Pokušaj ponovo.,Algo deu errado. Tente novamente,Нещо се обърка. Опитай отново
Text.Claim,Claim,Вземи,Возьми,Prétendre,Prendi,"
obter pontos",In Anspruch nehmen,Reclamar,Tuntutan,청구,入手,领取,Potvrdi,Potvrdi,Potvrdi,Potvrdi,Potvrdi,"
obter pontos",Вземи
Text.Points,Points,Точки,Очки,Points,Punteggi!,Pontos,Punkte,Puntos,Mata,포인트,ポイント,分数,Poeni,Poeni,Poeni,Poeni,Poeni,Pontos,Точки
Text.Play,Play,Играй,Играй,Jouer,Gioca,Jogar,Spielen,Jugar,Main,플레이,プレイ,开始,Igraj,Igraj,Igraj,Igraj,Igraj,Jogar,Играй
Text.HowToPlay,How to Play,Как се играе,Правила игры,Comment jouer,Come si giocca,Como jogar,Spielanleitung,Cómo jugar,Cara Main,플레이 방법,遊び方,玩法,Kako igrati,Kako igrati,Kako igrati,Kako igrati,Kako igrati,Como jogar,Как се играе
Text.Done,Done,Готово,Готово,Terminé,Pronto,Pronto,Erledigt,Hecho,Selesai,완료,完了,完成,Gotovo,Gotovo,Gotovo,Gotovo,Gotovo,Pronto,Готово
Text.NotDone,Not Done,Не,Нет,Pas fini,Non riuscito,Não concluído,Nicht durchgeführt,No está hecho,Tidak siap,미완료,未完了,还没完成,Nije gotovo,Nije gotovo,Nije gotovo,Nije gotovo,Nije gotovo,Não concluído,Не
Text.LevelNumber,Level {0},Ниво {0},Уровень {0},Niveau {0},Livello {0},Nível {0},Level {0},Nivel {0},Tahap {0},레벨 {0},レベル{0},关卡{0},Nivo {0},Nivo {0},Nivo {0},Nivo {0},Nivo {0},Nível {0},Ниво {0}
Text.NumberLetters,{0} letters,{0} букви,{0} буквы,{0} lettres,{0} letteri,{0} letras,{0} Briefe,{0} letras,{0} huruf,{0} 글자,{0}文字,{0} 个字,{0} slova,{0} slova,{0} slova,{0} slova,{0} slova,{0} letras,{0} букви
Text.Ranks,Ranks,Ранкове,Ранки,Rangs,Ranks,Rank,Ränge,Puestos,Kedudukan,순위,ランク,阶级,Činovi,Činovi,Činovi,Činovi,Činovi,Rank,Ранкове
Text.Lobby,Lobby,Лоби,Лобби,Hall,Lobby,Lobby,Lobby,Lobby,Lobi,로비,ロビー,大厅,Lobi,Lobi,Lobi,Lobi,Lobi,Lobby,Лоби
